110011,KTM Aera Comp 29,tools,Sasha's bike do not touch,2499.99,assets/main/images/ktm.jpg,2021-09-04 15:53:11,2021-25-04 14:31:36
110012,Specialized Rockhoper,Cars,Bike,1959.99,assets/main/images/spec.jpg,2021-09-04 15:56:32,2021-09-04 17:10:08
110013,Cultivator,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",478,assets/main/images/products/cultivator.jpg,2021-12-04 12:55:02,2021-28-04 23:22:33
110014,product28,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1380,assets/main/images/product1.jpg,2021-12-04 18:14:34,
110015,product19,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",624,assets/main/images/product1.jpg,2021-12-04 18:14:35,
110016,product5,cars,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1599,assets/main/images/product1.jpg,2021-12-04 18:14:37,
110017,product8,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",910,assets/main/images/product1.jpg,2021-12-04 18:14:38,
110018,product13,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1556,assets/main/images/product1.jpg,2021-12-04 18:14:39,
110019,product22,cars,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1166,assets/main/images/product1.jpg,2021-12-04 18:14:40,
110020,product9,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",459,assets/main/images/product1.jpg,2021-12-04 18:14:42,
110021,product12,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",323,assets/main/images/product1.jpg,2021-12-04 18:14:43,
110022,product17,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1240,assets/main/images/product1.jpg,2021-12-04 18:14:44,
110023,product11,cars,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",105,assets/main/images/product1.jpg,2021-12-04 18:14:45,
110024,product16,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",584,assets/main/images/product1.jpg,2021-12-04 18:27:49,
110025,product13,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",698,assets/main/images/product1.jpg,2021-12-04 18:27:50,
110026,product9,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",110,assets/main/images/product1.jpg,2021-12-04 18:27:52,
110027,product18,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",606,assets/main/images/product1.jpg,2021-12-04 18:27:53,
110028,product4,cars,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1490,assets/main/images/product1.jpg,2021-12-04 18:27:54,
110029,product17,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",439,assets/main/images/product1.jpg,2021-12-04 18:27:55,
110030,product21,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1387,assets/main/images/product1.jpg,2021-12-04 18:27:56,
110031,product10,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",657,assets/main/images/product1.jpg,2021-12-04 18:27:57,
110032,product12,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1509,assets/main/images/product1.jpg,2021-12-04 18:27:59,
110033,product3,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1575,assets/main/images/product1.jpg,2021-12-04 18:28:00,
110034,product2,cars,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",59,assets/main/images/product1.jpg,2021-12-04 18:28:01,
110035,product10,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",658,assets/main/images/product1.jpg,2021-12-04 18:28:03,
110036,product30,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1059,assets/main/images/product1.jpg,2021-12-04 18:28:04,
110037,product15,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",302,assets/main/images/product1.jpg,2021-12-04 18:28:05,
110038,product28,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1467,assets/main/images/product1.jpg,2021-12-04 18:28:07,
110039,product19,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",185,assets/main/images/product1.jpg,2021-12-04 18:28:09,
110040,product29,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1138,assets/main/images/product1.jpg,2021-12-04 18:28:10,
110041,product18,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",936,assets/main/images/product1.jpg,2021-12-04 18:28:11,
110042,product13,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",414,assets/main/images/product1.jpg,2021-12-04 18:28:12,
110043,product13,toys,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1514,assets/main/images/product1.jpg,2021-12-04 18:28:13,
110044,product15,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",892,assets/main/images/product1.jpg,2021-12-04 18:28:14,
110045,product9,cars,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",739,assets/main/images/product1.jpg,2021-12-04 18:28:15,
110046,product23,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",710,assets/main/images/product1.jpg,2021-12-04 18:28:16,
110047,product8,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",992,assets/main/images/product1.jpg,2021-12-04 18:28:17,
110048,product5,tools,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",972,assets/main/images/product1.jpg,2021-12-04 18:28:19,
110049,KTM Aera Comp 29,Cars,Sasha's bike do not touch,2499.99,assets/main/images/ktm.jpg,2021-28-04 14:38:06,
110050,test code duplication,toys,test code duplication,19.5,/assets/main/images/no-image.png,2021-28-04 23:04:21,
110051,File,tools,Simple file,15.72,assets/main/images/products/file.jpg,2021-28-04 23:24:09,
110052,Gloves,tools,Gloves size xl,1.5,assets/main/images/products/gloves.jpeg,2021-28-04 23:25:20,2021-28-04 23:26:12
110053,Hammer,tools,Hamer 0.6 kg,10.32,assets/main/images/products/hammer.jpg,2021-28-04 23:27:22,
110054,Hand Drill De walt,tools,Elictric hand drill with cabel,52.23,assets/main/images/products/hand drill.jpg,2021-28-04 23:28:21,
110055,Mallet,tools,Rubber hammer,12.3,assets/main/images/products/mallet.jpg,2021-28-04 23:29:01,
110056,Stainless steel Saw,tools,Saw stainless steel,7.12,assets/main/images/products/saw.jpg,2021-28-04 23:30:10,
110057,Screwdriver,tools,Screwdriver with rubber handle,12.34,assets/main/images/products/screwdriver.jpg,2021-28-04 23:32:31,
110058,Wellbarrow,tools,Wellbarrow,150.5,assets/main/images/products/wheelbarrow.jpg,2021-28-04 23:36:11,
110059,Wrench,tools,Universal wrench,7.3,assets/main/images/products/wrench.jpg,2021-28-04 23:37:26,
110060,Books,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1380,assets/main/images/products/books.jpg,2021-12-04 18:14:34,
110061,Colored Paper,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",624,assets/main/images/products/paper.jpg,2021-12-04 18:14:35,
110062,Ruler,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1599,assets/main/images/products/ruler.jpg,2021-12-04 18:14:37,
110063,Folder,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",910,assets/main/images/products/folder.jpg,2021-12-04 18:14:38,
110064,Scissors,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1556,assets/main/images/products/scissors.jpg,2021-12-04 18:14:39,
110065,Black Marker,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1166,assets/main/images/products/marker.jpg,2021-12-04 18:14:40,
110066,Eraser,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",459,assets/main/images/products/eraser.jpg,2021-12-04 18:14:42,
110067,Pencil,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",323,assets/main/images/products/pencil.jpg,2021-12-04 18:14:43,
110068,Classic Pen ,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. ",1240,assets/main/images/products/pen.jpg,2021-12-04 18:14:44,
110069,Smart Backpack,supplies,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",105,assets/main/images/products/backpack.jpg,2021-12-04 18:14:45,2021-29-04 00:17:32
